,LSOA2011,income score,employment score,"education, skills and training score",barriers to housing and services score
14640,E01015096,0.196,0.141,40.415,31.916
14641,E01015097,0.056,0.069,13.519,19.673
14642,E01015098,0.058,0.051,6.971,10.035
14643,E01015099,0.067,0.05,7.165,7.142
14644,E01015100,0.064,0.074,5.833,10.434
14645,E01015101,0.036,0.051,1.425,11.91
14646,E01015102,0.07,0.075,14.368,6.099
14647,E01015103,0.084,0.075,5.857,4.047
14648,E01015104,0.051,0.052,9.291,3.132
14649,E01015105,0.04,0.056,5.072,4.727
14650,E01015106,0.078,0.076,12.262,8.41
14651,E01015107,0.094,0.072,20.371,17.084
14652,E01015108,0.043,0.051,12.694,17.823
14653,E01015109,0.067,0.065,16.698,19.424
14654,E01015110,0.037,0.045,10.079,21.164
14655,E01015111,0.071,0.071,9.159,7.388
14656,E01015112,0.065,0.08,8.672,12.135
14657,E01015113,0.035,0.039,12.826,24.141
14658,E01015114,0.069,0.063,8.435,6.934
14659,E01015115,0.211,0.153,27.254,27.561
14660,E01015116,0.065,0.073,11.271,22.191
14661,E01015117,0.063,0.071,22.725,22.809
14662,E01015118,0.046,0.063,7.292,9.807
14663,E01015119,0.039,0.054,8.31,31.661
14664,E01015120,0.069,0.074,9.363,9.557
14665,E01015121,0.045,0.056,7.998,6.302
14666,E01015122,0.05,0.05,14.4,15.846
14667,E01015123,0.101,0.087,12.086,11.74
14668,E01015124,0.051,0.064,7.369,14.764
14669,E01015125,0.059,0.081,13.28,18.855
14670,E01015126,0.051,0.05,5.777,10.149
14671,E01015127,0.1,0.099,14.694,10.432
14672,E01015128,0.07,0.059,9.905,21.832
14673,E01015129,0.109,0.092,27.901,30.953
14674,E01015130,0.039,0.039,11.219,18.926
14675,E01015131,0.03,0.039,5.174,18.495
14676,E01015132,0.122,0.115,12.366,9.18
14677,E01015133,0.04,0.056,4.587,21.43
14678,E01015134,0.051,0.067,9.941,11.448
14679,E01015135,0.147,0.149,18.367,14.084
14680,E01015136,0.06,0.07,9.776,8.6
14681,E01015137,0.079,0.069,7.245,16.967
14682,E01015138,0.067,0.075,8.005,30.157
14683,E01015139,0.107,0.103,12.765,20.481
14684,E01015140,0.037,0.062,15.285,8.451
14685,E01015141,0.048,0.07,6.783,23.546
14686,E01015142,0.147,0.118,23.703,22.919
14687,E01015143,0.159,0.129,31.015,15.805
14688,E01015144,0.249,0.221,47.342,16.303
14689,E01015145,0.399,0.243,60.928,27.759
14690,E01015146,0.286,0.203,53.574,23.122
14691,E01015147,0.102,0.122,26.022,9.663
14692,E01015148,0.158,0.133,41.004,18.714
14693,E01015149,0.325,0.271,63.688,17.413
14694,E01015150,0.153,0.153,28.575,11.818
14695,E01015151,0.274,0.241,38.245,20.025
14696,E01015152,0.333,0.27,50.733,19.993
14697,E01015153,0.411,0.324,59.493,19.95
14698,E01015155,0.451,0.378,65.526,18.459
14699,E01015156,0.192,0.168,13.06,23.173
14700,E01015157,0.187,0.163,23.862,24.231
14701,E01015158,0.161,0.147,15.167,19.162
14702,E01015159,0.173,0.153,44.134,14.31
14703,E01015160,0.036,0.048,5.933,10.779
14704,E01015161,0.154,0.144,43.615,32.323
14705,E01015162,0.203,0.157,40.461,26.219
14706,E01015163,0.143,0.113,18.563,25.064
14707,E01015164,0.104,0.108,27.353,31.197
14708,E01015165,0.095,0.066,15.465,16.269
14709,E01015166,0.208,0.165,47.849,23.266
14710,E01015167,0.155,0.133,20.372,7.941
14711,E01015168,0.192,0.156,26.492,10.849
14712,E01015169,0.106,0.086,11.827,26.385
14713,E01015170,0.248,0.189,18.098,20.972
14714,E01015171,0.171,0.154,9.997,17.639
14715,E01015172,0.151,0.152,8.845,11.943
14716,E01015173,0.097,0.096,6.791,13.462
14717,E01015174,0.085,0.073,14.874,5.938
14718,E01015175,0.137,0.115,8.394,9.905
14719,E01015176,0.232,0.173,42.437,19.786
14720,E01015177,0.125,0.103,13.388,12.963
14721,E01015178,0.13,0.11,11.429,15.748
14722,E01015179,0.11,0.088,14.623,18.677
14723,E01015180,0.281,0.219,28.353,19.801
14724,E01015181,0.213,0.161,24.538,18.6
14725,E01015182,0.213,0.151,41.825,23.694
14726,E01015183,0.157,0.131,24.562,20.053
14727,E01015184,0.1,0.099,10.875,15.29
14728,E01015185,0.163,0.124,21.916,21.317
14729,E01015186,0.247,0.18,37.769,17.527
14730,E01015187,0.101,0.068,16.167,20.763
14731,E01015188,0.14,0.093,27.516,21.551
14732,E01015189,0.184,0.138,22.015,18.835
14733,E01015190,0.175,0.181,27.706,39.796
14734,E01015191,0.137,0.079,22.885,21.328
14735,E01015192,0.237,0.182,41.496,18.476
14736,E01015193,0.144,0.134,43.75,15.5
14737,E01015194,0.207,0.184,42.907,24.674
14738,E01015195,0.189,0.143,34.513,29.56
14739,E01015196,0.36,0.294,67.785,18.527
14740,E01015197,0.053,0.067,5.24,17.082
14741,E01015198,0.085,0.081,14.541,9.264
14742,E01015199,0.053,0.06,6.671,19.624
14743,E01015200,0.108,0.082,26.506,18.857
14744,E01015201,0.103,0.092,9.142,17.15
14745,E01015202,0.118,0.078,25.02,17.949
14746,E01015203,0.068,0.081,12.865,21.708
14747,E01015204,0.165,0.142,27.177,21.955
14748,E01015205,0.135,0.108,27.462,15.995
14749,E01015206,0.175,0.148,25.735,18.2
14750,E01015207,0.117,0.096,14.745,19.332
14751,E01015208,0.047,0.05,2.741,14.75
14752,E01015209,0.154,0.155,9.243,17.746
14753,E01015210,0.259,0.174,26.694,16.253
14754,E01015211,0.082,0.067,18.094,13.917
14755,E01015212,0.184,0.149,22.131,14.083
14756,E01015213,0.144,0.129,22.114,14.773
14757,E01015214,0.277,0.2,35.918,16.138
14758,E01015215,0.157,0.097,23.701,24.829
14759,E01015216,0.233,0.178,28.247,16.806
14760,E01015217,0.331,0.286,55.348,23.274
14761,E01015218,0.203,0.158,29.513,15.424
14762,E01015219,0.188,0.175,16.036,19.659
14763,E01015220,0.096,0.096,22.954,14.993
14764,E01015221,0.133,0.123,20.816,26.377
14765,E01015222,0.092,0.079,14.568,21.376
14766,E01015223,0.074,0.064,14.066,19.985
14767,E01015224,0.108,0.093,12.147,12.782
14768,E01015225,0.123,0.11,17.51,16.056
14769,E01015226,0.077,0.092,9.123,28.499
14770,E01015227,0.067,0.056,8.146,23.182
14771,E01015228,0.202,0.167,35.606,14.911
14772,E01015229,0.189,0.149,22.934,16.264
14773,E01015230,0.054,0.074,12.472,26.216
14774,E01015231,0.404,0.344,50.967,19.475
14775,E01015232,0.25,0.22,40.064,26.955
14776,E01015233,0.264,0.232,44.264,18.635
14777,E01015234,0.212,0.154,39.046,15.811
14778,E01015235,0.142,0.136,27.912,31.111
14779,E01015236,0.114,0.125,16.582,30.685
14780,E01015237,0.137,0.092,20.793,15.22
14781,E01015238,0.174,0.141,18.87,15.1
14782,E01015239,0.261,0.208,19.882,18.674
14783,E01015240,0.211,0.174,29.7,17.025
14784,E01015241,0.17,0.13,21.69,13.228
14785,E01015242,0.219,0.172,28.608,12.772
14786,E01015243,0.117,0.083,20.435,17.568
14787,E01015244,0.108,0.091,18.741,23.998
14788,E01015245,0.187,0.167,29.392,32.448
14789,E01015246,0.105,0.098,16.001,11.892
14790,E01015247,0.162,0.131,26.096,22.934
14791,E01015248,0.233,0.168,36.992,19.957
14792,E01015249,0.217,0.161,28.43,17.774
14793,E01015250,0.116,0.084,14.272,14.323
14794,E01015251,0.082,0.073,4.887,9.847
14795,E01015252,0.144,0.105,27.026,21.03
14796,E01015253,0.095,0.069,12.335,34.36
14797,E01015254,0.102,0.089,20.483,8.667
14798,E01015255,0.342,0.291,56.109,26.321
14799,E01015256,0.336,0.331,36.24,26.423
14800,E01015257,0.348,0.28,52.99,26.496
14801,E01015258,0.151,0.123,19.936,22.799
14802,E01015259,0.192,0.143,36.086,14.775
14803,E01015260,0.305,0.293,27.115,21.498
14804,E01015261,0.237,0.219,25.29,19.399
14805,E01015262,0.223,0.172,39.373,15.336
14806,E01015263,0.331,0.24,53.837,24.681
14807,E01015264,0.098,0.073,17.645,19.321
14808,E01015265,0.19,0.155,27.277,21.649
14809,E01015266,0.35,0.239,63.498,27.22
14810,E01015267,0.244,0.278,26.269,36.097
14811,E01015268,0.152,0.162,10.719,30.542
14812,E01015269,0.144,0.131,7.178,17.625
14813,E01015270,0.16,0.171,12.726,31.03
14814,E01015271,0.059,0.057,3.869,27.625
14815,E01015272,0.062,0.061,6.303,18.773
14816,E01015273,0.198,0.153,25.351,20.312
14817,E01015274,0.114,0.102,10.362,18.172
14818,E01015275,0.145,0.115,8.773,18.057
14819,E01015276,0.127,0.142,21.068,14.137
14820,E01015277,0.184,0.15,28.877,19.91
14821,E01015279,0.22,0.181,31.166,24.072
14822,E01015280,0.202,0.159,31.272,23.006
14823,E01015281,0.311,0.259,47.253,26.094
14824,E01015282,0.317,0.294,42.309,24.665
14825,E01015283,0.085,0.061,12.775,26.418
14826,E01015285,0.1,0.08,7.9,20.532
14827,E01015286,0.108,0.063,8.588,34.701
14828,E01015287,0.107,0.063,11.498,33.72
14829,E01015288,0.23,0.148,53.055,23.758
14830,E01015289,0.139,0.113,21.687,23.932
14831,E01015290,0.184,0.147,34.028,26.55
14832,E01015291,0.088,0.069,9.12,24.307
14833,E01015292,0.192,0.136,25.584,23.67
14834,E01015293,0.186,0.148,22.654,20.357
14835,E01015294,0.188,0.134,37.35,20.119
14836,E01015295,0.042,0.035,1.593,11.432
14837,E01015296,0.153,0.103,14.5,21.444
14838,E01015297,0.07,0.054,7.19,17.82
14839,E01015298,0.068,0.072,8.472,21.42
14840,E01015299,0.069,0.053,4.258,11.768
14841,E01015300,0.051,0.058,3.897,15.477
14842,E01015301,0.121,0.098,25.827,20.997
14843,E01015302,0.146,0.132,32.581,22.008
14844,E01015303,0.148,0.118,32.552,16.834
14845,E01015304,0.241,0.218,50.827,24.201
14846,E01015305,0.213,0.149,45.191,27.033
14847,E01015306,0.192,0.177,41.967,32.915
14848,E01015307,0.286,0.233,54.793,26.513
14849,E01015308,0.176,0.122,41.304,41.789
14850,E01015309,0.302,0.246,66.762,19.33
14851,E01015310,0.189,0.159,42.857,18.679
14852,E01015311,0.055,0.057,19.396,19.559
14853,E01015312,0.275,0.214,58.058,31.024
14854,E01015313,0.24,0.177,60.889,21.628
14855,E01015314,0.05,0.032,3.447,14.587
14856,E01015315,0.034,0.04,3.873,16.48
14857,E01015316,0.072,0.044,6.389,19.745
14858,E01015317,0.105,0.09,20.111,15.944
14859,E01015318,0.096,0.085,10.681,14.034
14860,E01015319,0.058,0.029,2.962,42.736
14861,E01015320,0.072,0.06,8.33,10.827
14862,E01015321,0.157,0.113,17.271,19.416
14863,E01015322,0.075,0.046,7.709,10.623
14864,E01015323,0.058,0.044,9.111,8.003
14865,E01015324,0.09,0.074,15.472,17.646
14866,E01015325,0.059,0.048,7.95,11.394
14867,E01015326,0.11,0.088,19.017,14.777
14868,E01015327,0.14,0.085,20.357,17.086
14869,E01015328,0.161,0.108,6.419,21.034
14870,E01015329,0.108,0.076,12.03,28.908
14871,E01015330,0.08,0.066,5.778,22.062
14872,E01015331,0.102,0.067,14.351,17.409
14873,E01015332,0.075,0.046,8.698,22.023
14874,E01015333,0.071,0.075,11.286,11.667
14875,E01015334,0.14,0.122,16.876,18.879
14876,E01015335,0.061,0.064,14.274,9.523
14877,E01015336,0.102,0.085,22.361,19.308
14878,E01015337,0.096,0.076,14.745,18.618
14879,E01015338,0.283,0.238,47.109,20.384
14880,E01015339,0.154,0.103,24.067,26.419
14881,E01015340,0.088,0.089,10.94,13.285
14882,E01015341,0.276,0.191,44.549,22.465
14883,E01015342,0.042,0.039,2.102,17.313
14884,E01015343,0.155,0.134,24.538,17.727
14885,E01015344,0.046,0.055,2.887,33.804
14886,E01015345,0.105,0.062,13.586,23.398
14887,E01015346,0.143,0.1,9.999,19.261
14888,E01015348,0.064,0.068,4.453,30.916
14889,E01015349,0.088,0.082,14.427,18.28
14890,E01015350,0.061,0.049,10.33,10.84
14891,E01015351,0.053,0.062,14.329,12.421
14892,E01015352,0.09,0.062,18.748,23.535
14893,E01015353,0.092,0.073,14.722,30.441
14894,E01015354,0.087,0.074,13.3,26.031
14895,E01015355,0.112,0.084,19.501,15.735
14896,E01015356,0.064,0.045,12.578,19.122
14897,E01015357,0.181,0.13,30.077,36.42
14898,E01015358,0.103,0.07,15.898,28.188
14899,E01015359,0.177,0.148,34.453,22.437
14900,E01015360,0.046,0.03,3.044,20.307
14901,E01015361,0.109,0.096,18.447,13.648
14902,E01015362,0.189,0.149,41.327,29.542
14903,E01015363,0.096,0.098,11.664,16.017
14904,E01015364,0.065,0.058,4.381,15.642
14905,E01015365,0.121,0.102,13.533,19.643
14906,E01015366,0.137,0.1,9.128,22.743
14907,E01015367,0.147,0.123,27.115,22.431
14908,E01015368,0.065,0.056,11.293,15.431
14909,E01015369,0.09,0.098,8.952,21.213
14910,E01015370,0.053,0.047,4.96,41.519
14911,E01015371,0.159,0.137,13.338,21.662
14912,E01015372,0.147,0.093,12.903,15.719
14913,E01015373,0.089,0.077,9.579,16.799
14914,E01015374,0.14,0.088,30.673,16.875
14915,E01015375,0.113,0.06,24.489,18.07
14916,E01015376,0.067,0.053,15.706,18.753
14917,E01015377,0.096,0.079,16.853,17.41
14918,E01015378,0.068,0.054,7.64,16.908
14919,E01015379,0.235,0.16,47.823,34.332
14920,E01015380,0.096,0.091,33.944,21.964
14921,E01015381,0.198,0.144,50.3,24.77
14922,E01015382,0.162,0.1,43.223,20.175
14923,E01015383,0.09,0.076,29.776,13.735
14924,E01015384,0.272,0.206,75.596,25.754
14925,E01015385,0.179,0.124,46.192,21.508
14926,E01015386,0.175,0.107,26.722,35.363
14927,E01015387,0.077,0.07,17.007,20.373
14928,E01015388,0.062,0.055,6.853,22.653
14929,E01015389,0.071,0.045,9.523,32.858
14930,E01015390,0.148,0.111,22.303,19.339
14931,E01015391,0.069,0.062,18.139,17.517
14932,E01015392,0.094,0.064,17.32,19.232
14933,E01015393,0.127,0.086,26.28,17.407
14934,E01015394,0.061,0.058,16.248,16.45
14935,E01015395,0.054,0.055,4.759,21.515
14936,E01015396,0.022,0.04,2.622,19.231
14937,E01015397,0.019,0.024,2.057,29.278
14938,E01015398,0.03,0.032,5.187,18.785
14939,E01015399,0.029,0.026,2.056,13.658
14940,E01015400,0.024,0.031,4.211,15.024
14941,E01015401,0.031,0.037,4.691,11.941
14942,E01015402,0.073,0.087,8.346,32.658
14943,E01015403,0.05,0.045,9.845,28.259
14944,E01015404,0.02,0.023,4.097,22.956
14945,E01015405,0.032,0.028,0.793,36.585
14946,E01015406,0.026,0.033,6.05,35.54
14947,E01015407,0.057,0.068,24.172,16.064
14948,E01015408,0.098,0.067,26.906,18.182
14949,E01015409,0.143,0.123,37.139,36.817
14950,E01015410,0.079,0.072,15.853,38.361
14951,E01015411,0.051,0.043,22.149,21.944
14952,E01015412,0.022,0.038,6.478,28.814
14953,E01015413,0.095,0.076,15.895,24.958
14954,E01015414,0.085,0.083,9.758,32.886
14955,E01015415,0.215,0.151,51.104,21.774
14956,E01015416,0.075,0.051,9.244,32.405
14957,E01015417,0.114,0.083,45.649,16.261
14958,E01015418,0.074,0.057,14.281,23.658
14959,E01015419,0.05,0.049,12.794,27.854
14960,E01015420,0.146,0.122,43.828,18.091
14961,E01015421,0.105,0.103,36.972,16.85
14962,E01015422,0.063,0.047,11.395,33.632
14963,E01015423,0.151,0.111,27.6,25.064
14964,E01015424,0.09,0.073,22.45,18.173
14965,E01015425,0.099,0.079,19.886,10.804
14966,E01015426,0.185,0.147,62.312,18.17
14967,E01015427,0.094,0.084,25.352,31.013
14968,E01015428,0.1,0.075,20.507,17.072
14969,E01015429,0.22,0.137,49.396,22.708
14970,E01015430,0.264,0.189,71.489,18.77
14971,E01015431,0.013,0.02,9.422,32.915
14972,E01015432,0.053,0.057,13.748,13.292
14973,E01015433,0.022,0.035,4.449,28.057
14974,E01015434,0.026,0.034,3.504,27.663
14975,E01015435,0.123,0.104,26.008,21.415
14976,E01015436,0.084,0.092,20.624,10.996
14977,E01015437,0.042,0.049,11.516,20.889
14978,E01015438,0.08,0.065,20.625,12.633
14979,E01015439,0.178,0.117,38.672,21.022
14980,E01015440,0.091,0.067,20.578,26.299
14981,E01015441,0.138,0.108,24.165,15.77
14982,E01015442,0.211,0.133,42.345,24.915
14983,E01015443,0.169,0.12,42.051,22.293
14984,E01015444,0.115,0.1,31.573,25.091
14985,E01015445,0.05,0.041,9.917,8.457
14986,E01015446,0.118,0.064,14.822,12.555
14987,E01015447,0.061,0.051,11.781,16.53
14988,E01015448,0.083,0.056,25.68,11.434
14989,E01015449,0.18,0.134,39.587,24.94
14990,E01015450,0.085,0.076,22.326,11.924
14991,E01015451,0.068,0.046,11.109,7.916
14992,E01015452,0.045,0.044,1.418,11.719
14993,E01015453,0.075,0.05,2.667,14.94
14994,E01015454,0.111,0.064,12.6,16.669
14995,E01015455,0.04,0.032,3.055,13.36
14996,E01015456,0.17,0.126,17.121,21.221
14997,E01015457,0.077,0.075,5.821,20.859
14998,E01015458,0.038,0.03,0.752,26.679
14999,E01015459,0.029,0.022,1.312,24.188
15000,E01015460,0.088,0.066,10.952,14.678
15001,E01015461,0.099,0.103,10.621,19.865
15002,E01015462,0.089,0.08,5.332,24.082
15003,E01015463,0.058,0.047,1.479,23.373
15004,E01015464,0.027,0.017,0.739,27.622
15005,E01015465,0.154,0.121,16.543,25.594
15006,E01015466,0.075,0.072,6.121,14.673
15007,E01015468,0.125,0.081,10.059,21.922
15008,E01015471,0.029,0.026,6.796,27.568
15009,E01015472,0.073,0.062,15.884,24.727
15010,E01015473,0.067,0.053,7.819,33.633
15011,E01015474,0.061,0.053,14.273,33.07
15012,E01015475,0.097,0.057,24.892,21.339
15013,E01015476,0.2,0.147,34.773,25.245
15014,E01015477,0.152,0.095,25.113,13.23
15015,E01015478,0.088,0.064,14.141,16.228
15016,E01015479,0.098,0.072,22.706,24.813
15017,E01015480,0.116,0.045,32.26,22.455
15018,E01015481,0.065,0.054,23.427,13.73
15019,E01015482,0.046,0.048,21.018,21.805
15020,E01015483,0.039,0.049,15.808,20.379
15021,E01015484,0.05,0.056,18.426,10.985
15022,E01015485,0.043,0.033,13.543,31.446
15023,E01015486,0.086,0.061,21.492,20.337
15024,E01015487,0.062,0.045,19.007,28.613
15025,E01015488,0.181,0.148,48.365,15.476
15026,E01015489,0.058,0.068,22.649,19.731
15027,E01015490,0.085,0.066,26.892,19.301
15028,E01015491,0.196,0.16,34.487,31.248
15029,E01015492,0.154,0.105,48.989,21.89
15030,E01015493,0.066,0.045,14.439,12.532
15031,E01015494,0.109,0.056,24.022,14.003
15032,E01015496,0.078,0.053,10.238,12.275
15033,E01015497,0.071,0.065,9.239,12.515
15034,E01015498,0.068,0.053,8.418,16.741
15035,E01015499,0.043,0.043,7.507,17.247
15036,E01015500,0.081,0.049,15.598,15.694
15037,E01015501,0.066,0.042,15.418,13.77
15038,E01015502,0.157,0.11,37.751,24.547
15039,E01015503,0.222,0.169,43.001,12.979
15040,E01015504,0.049,0.044,6.794,18.524
15041,E01015505,0.125,0.09,19.489,27.241
15042,E01015506,0.229,0.192,60.387,13.704
15043,E01015507,0.385,0.271,63.018,21.69
15044,E01015508,0.262,0.193,69.126,23.402
15045,E01015509,0.123,0.076,31.465,12.607
15046,E01015510,0.145,0.089,30.181,15.602
15047,E01015511,0.104,0.073,33.849,15.499
15048,E01015512,0.034,0.034,4.205,7.415
15049,E01015513,0.066,0.056,22.563,14.349
15050,E01015514,0.047,0.057,20.559,11.723
15051,E01015515,0.018,0.027,11.655,14.919
15052,E01015516,0.11,0.116,25.249,22.447
15053,E01015517,0.045,0.069,17.358,11.639
15054,E01015518,0.03,0.023,8.194,7.439
15055,E01015519,0.144,0.103,18.404,14.945
15056,E01015520,0.067,0.083,14.096,9.469
15057,E01015521,0.027,0.028,9.095,20.929
15058,E01015522,0.066,0.049,14.012,32.671
15059,E01015523,0.048,0.048,4.082,20.434
15060,E01015524,0.079,0.071,29.593,13.428
15061,E01015525,0.037,0.04,12.059,25.044
15062,E01015526,0.059,0.046,23.052,25.599
15063,E01015527,0.16,0.141,46.726,22.573
15064,E01015528,0.22,0.163,53.515,15.248
15065,E01015529,0.12,0.1,33.309,11.814
15066,E01015530,0.176,0.141,43.11,12.145
15067,E01015532,0.09,0.108,2.936,16.513
15068,E01015533,0.035,0.045,3.825,6.831
15069,E01015534,0.054,0.043,4.598,15.659
15070,E01015535,0.059,0.042,7.511,21.654
15071,E01015536,0.061,0.045,8.669,25.015
15072,E01015537,0.231,0.177,56.63,19.943
15073,E01015538,0.283,0.192,63.671,21.816
15074,E01015539,0.218,0.142,65.131,14.631
15075,E01015540,0.242,0.159,57.0,16.24
15076,E01015541,0.291,0.199,58.612,16.72
15077,E01015542,0.3,0.198,53.812,31.95
15078,E01015543,0.199,0.143,41.708,18.724
15079,E01015544,0.334,0.248,77.07,16.985
15080,E01015545,0.367,0.244,79.896,17.096
15081,E01015546,0.401,0.24,90.294,18.899
15082,E01015547,0.046,0.026,2.611,25.726
15083,E01015548,0.049,0.03,1.471,31.334
15084,E01015549,0.05,0.055,20.362,21.571
15085,E01015550,0.051,0.059,23.96,22.499
15086,E01015551,0.055,0.044,15.896,24.46
15087,E01015552,0.053,0.064,14.909,21.017
15088,E01015553,0.075,0.083,19.726,23.717
15089,E01015554,0.106,0.1,15.804,23.766
15090,E01015555,0.119,0.104,31.884,13.11
15091,E01015556,0.069,0.055,20.666,16.466
15092,E01015557,0.044,0.042,18.733,21.593
15093,E01015558,0.254,0.211,69.134,26.214
15094,E01015559,0.078,0.086,28.896,7.597
15095,E01015560,0.053,0.055,22.836,10.904
15096,E01015561,0.052,0.055,10.601,16.746
15097,E01015562,0.083,0.061,14.334,12.647
15098,E01015563,0.024,0.025,3.959,15.509
15099,E01015564,0.047,0.047,7.821,14.417
15100,E01015565,0.09,0.071,11.397,18.39
15101,E01015566,0.049,0.041,8.128,14.379
15102,E01015567,0.095,0.061,17.489,11.752
15103,E01015568,0.12,0.075,15.752,18.374
15104,E01015569,0.191,0.158,45.641,17.023
15105,E01015570,0.243,0.179,44.547,14.851
15106,E01015571,0.118,0.084,35.331,9.103
15107,E01015572,0.263,0.18,60.195,24.124
15108,E01015573,0.257,0.175,47.904,20.383
15109,E01015574,0.082,0.075,21.728,13.618
15110,E01015575,0.341,0.227,63.043,18.481
15111,E01015576,0.074,0.071,12.148,14.772
15112,E01015578,0.131,0.098,44.478,13.468
15113,E01015579,0.093,0.057,28.352,17.896
15114,E01015580,0.153,0.103,45.802,20.292
15115,E01015581,0.062,0.059,18.856,13.193
15116,E01015582,0.074,0.064,18.164,16.509
15117,E01015583,0.056,0.046,10.247,32.619
15118,E01015584,0.069,0.061,14.575,13.583
15119,E01015585,0.08,0.061,8.928,30.419
15120,E01015586,0.059,0.055,11.923,19.587
15121,E01015587,0.135,0.102,16.841,14.784
15122,E01015588,0.082,0.075,15.315,5.715
15123,E01015589,0.044,0.039,5.561,38.351
15124,E01015590,0.046,0.033,2.771,49.726
15125,E01015591,0.134,0.093,31.192,39.717
15126,E01015592,0.183,0.118,61.201,39.224
15127,E01015593,0.292,0.203,73.544,45.154
15128,E01015594,0.209,0.186,40.014,26.119
15129,E01015595,0.245,0.192,38.751,26.961
15130,E01015596,0.229,0.157,73.563,48.494
15131,E01015597,0.283,0.182,48.389,40.251
15132,E01015598,0.073,0.057,4.405,27.542
15133,E01015599,0.204,0.106,62.926,30.024
15134,E01015600,0.24,0.131,81.298,28.158
15135,E01015601,0.214,0.122,66.908,25.454
15136,E01015602,0.176,0.154,51.233,26.533
15137,E01015603,0.236,0.118,77.41,30.207
15138,E01015604,0.238,0.135,87.068,28.502
15139,E01015605,0.222,0.147,43.186,24.352
15140,E01015606,0.158,0.1,30.291,27.221
15141,E01015607,0.312,0.211,63.381,27.09
15142,E01015608,0.219,0.178,55.29,24.559
15143,E01015609,0.331,0.206,77.558,38.616
15144,E01015610,0.225,0.182,58.25,23.833
15145,E01015611,0.238,0.14,57.643,33.558
15146,E01015612,0.2,0.114,55.856,30.355
15147,E01015613,0.161,0.124,34.545,26.579
15148,E01015614,0.196,0.093,30.292,31.204
15149,E01015615,0.214,0.173,29.208,29.837
15150,E01015616,0.288,0.172,72.811,30.11
15151,E01015617,0.07,0.068,18.232,32.43
15152,E01015618,0.143,0.11,32.157,43.126
15153,E01015619,0.172,0.121,31.048,17.401
15154,E01015620,0.078,0.075,11.93,14.916
15155,E01015621,0.128,0.081,20.532,26.72
15156,E01015622,0.128,0.093,22.94,26.352
15157,E01015623,0.108,0.099,32.174,16.803
15158,E01015624,0.145,0.127,23.071,21.725
15159,E01015626,0.05,0.044,18.475,14.931
15160,E01015627,0.05,0.053,7.613,31.902
15161,E01015628,0.056,0.039,11.195,37.817
15162,E01015629,0.053,0.051,6.517,12.438
15163,E01015630,0.136,0.079,24.451,39.074
15164,E01015631,0.052,0.056,16.437,11.71
15165,E01015632,0.178,0.14,66.459,31.108
15166,E01015633,0.257,0.204,48.694,28.411
15167,E01015634,0.24,0.144,53.737,29.075
15168,E01015635,0.042,0.035,8.197,18.203
15169,E01015636,0.057,0.045,4.801,39.841
15170,E01015637,0.297,0.211,61.502,46.34
15171,E01015638,0.119,0.11,21.981,28.77
15172,E01015639,0.292,0.19,72.651,38.204
15173,E01015640,0.176,0.14,49.438,25.984
15174,E01015641,0.218,0.181,54.407,32.632
15175,E01015642,0.295,0.217,54.685,23.395
15176,E01015643,0.164,0.141,47.306,27.025
15177,E01015644,0.096,0.069,21.603,31.921
15178,E01015645,0.061,0.059,11.908,27.35
15179,E01015646,0.035,0.057,4.057,29.733
15180,E01015647,0.366,0.247,56.952,33.921
15181,E01015648,0.041,0.049,2.899,32.566
15182,E01015650,0.05,0.053,10.106,25.436
15183,E01015651,0.109,0.081,26.938,17.108
15184,E01015652,0.129,0.086,61.159,21.207
15185,E01015653,0.092,0.081,16.435,23.457
15186,E01015654,0.206,0.123,39.055,24.636
15187,E01015655,0.103,0.067,16.912,19.133
15188,E01015656,0.232,0.213,49.562,24.614
15189,E01015657,0.235,0.133,58.795,43.913
15190,E01015658,0.34,0.245,75.937,27.742
15191,E01015659,0.086,0.077,18.174,18.454
15192,E01015660,0.191,0.194,51.538,21.475
15193,E01015661,0.226,0.211,47.907,24.109
15194,E01015662,0.167,0.118,54.857,35.858
15195,E01015663,0.319,0.236,52.29,36.495
15196,E01015664,0.306,0.201,53.431,36.527
15197,E01015665,0.173,0.093,37.293,21.331
15198,E01015666,0.211,0.188,33.481,26.218
15199,E01015667,0.153,0.088,28.539,20.533
15200,E01015668,0.219,0.13,36.214,19.747
15201,E01015669,0.087,0.099,44.452,13.513
15202,E01015670,0.099,0.096,34.598,13.219
15203,E01015671,0.101,0.061,22.964,22.413
15204,E01015672,0.078,0.066,17.324,24.189
15205,E01015673,0.265,0.205,43.506,33.793
15206,E01015674,0.177,0.151,32.44,20.618
15207,E01015675,0.097,0.086,22.279,18.115
15208,E01015676,0.15,0.11,24.349,21.196
15209,E01015677,0.139,0.104,49.623,15.83
15210,E01015678,0.057,0.067,20.942,23.508
15211,E01015679,0.093,0.077,10.993,31.967
15212,E01015680,0.249,0.202,37.898,36.603
15213,E01015681,0.06,0.049,7.175,16.642
15214,E01015682,0.074,0.058,8.96,19.439
15215,E01015683,0.066,0.072,16.141,12.897
15216,E01015684,0.054,0.055,7.862,12.955
15217,E01015685,0.052,0.073,14.045,20.99
15218,E01015686,0.073,0.066,11.696,24.146
15219,E01015687,0.065,0.065,3.816,25.134
15220,E01015688,0.115,0.068,18.685,20.704
